ID,contestId,index,OK,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,IDLENESS_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,SKIPPED,TESTING,PRESENTATION_ERROR,FAILED,CRASHED,CHALLENGED,REJECTED,PARTIAL,SECURITY_VIOLATED,INPUT_PREPARATION_CRASHED
100386,1673,D,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92290,1538,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100206,1670,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100206,1670,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100206,1670,D,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101468,1691,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101468,1691,E,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100328,1672,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100328,1672,E,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100328,1672,E,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100328,1672,E,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100328,1672,E,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100328,1672,E,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100328,1672,E,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100328,1672,E,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100328,1672,E,1,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
61740,1029,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61746,1029,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61746,1029,D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61746,1029,D,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61746,1029,D,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61750,1029,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61750,1029,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61750,1029,F,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61746,1029,D,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61744,1029,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61742,1029,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61742,1029,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61742,1029,B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61740,1029,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100448,1674,E,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100448,1674,E,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100450,1674,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100450,1674,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100448,1674,E,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100448,1674,E,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100448,1674,E,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100446,1674,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100444,1674,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100442,1674,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100440,1674,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100330,1672,F1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100330,1672,F1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100324,1672,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100322,1672,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100322,1672,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100322,1672,B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100322,1672,B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100320,1672,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100320,1672,A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100262,1671,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100262,1671,B,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100260,1671,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99064,1651,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99064,1651,C,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99064,1651,C,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99064,1651,C,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91565,1526,C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91564,1526,C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99012,1650,G,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99012,1650,G,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
99012,1650,G,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
99012,1650,G,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
97262,1621,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100086,1668,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100084,1668,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100082,1668,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100080,1668,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100080,1668,A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72482,1208,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72482,1208,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72482,1208,B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72482,1208,B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72482,1208,B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81128,1352,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81128,1352,E,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81128,1352,E,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81128,1352,E,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81128,1352,E,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81128,1352,E,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
81128,1352,E,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
90962,1516,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92522,1542,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92522,1542,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92522,1542,B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96964,1616,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96964,1616,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96964,1616,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96964,1616,C,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96964,1616,C,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98046,1634,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98046,1634,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96964,1616,C,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91208,1520,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91024,1517,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98880,1648,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99966,1666,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99966,1666,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99902,1665,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99900,1665,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97806,1630,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97806,1630,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96842,1614,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96840,1614,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91206,1520,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92880,1548,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91562,1526,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91562,1526,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91562,1526,B,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91562,1526,B,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99906,1665,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99906,1665,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99906,1665,D,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72906,1215,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90782,1513,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94386,1573,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94386,1573,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94386,1573,D,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94382,1573,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85988,1433,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85986,1433,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72904,1215,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72902,1215,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72900,1215,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93063,1551,B2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93063,1551,B2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93063,1551,B2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93063,1551,B2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99660,1661,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91562,1526,B,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91562,1526,B,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91560,1526,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79442,1324,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91144,1519,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82204,1370,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93546,1559,D1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96364,1606,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92464,1541,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92400,1540,A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84482,1408,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84482,1408,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87726,1462,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87726,1462,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90904,1515,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71464,1191,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92400,1540,A,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96060,1601,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99604,1660,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95464,1591,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95104,1585,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65766,1096,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65766,1096,D,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65764,1096,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65762,1096,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65760,1096,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99606,1660,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99606,1660,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99606,1660,D,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99606,1660,D,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96724,1612,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96724,1612,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96724,1612,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96180,1603,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96180,1603,A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96180,1603,A,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96180,1603,A,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
99606,1660,D,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99606,1660,D,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99608,1660,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99606,1660,D,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99610,1660,F1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99602,1660,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99600,1660,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95648,1594,E1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96902,1615,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96902,1615,B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98942,1649,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96544,1609,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96544,1609,C,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98644,1644,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98644,1644,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98640,1644,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99482,1658,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99480,1658,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99244,1654,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99244,1654,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93424,1557,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93424,1557,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93424,1557,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93424,1557,C,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93424,1557,C,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93424,1557,C,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93424,1557,C,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93422,1557,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93420,1557,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85980,1433,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99006,1650,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99004,1650,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99004,1650,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59946,999,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59946,999,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59944,999,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59942,999,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59940,999,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99424,1657,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99424,1657,C,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99424,1657,C,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99424,1657,C,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99424,1657,C,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99424,1657,C,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99422,1657,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99420,1657,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86224,1437,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86222,1437,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86222,1437,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86220,1437,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99012,1650,G,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
99002,1650,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99002,1650,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99000,1650,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99000,1650,A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99012,1650,G,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
99012,1650,G,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
98826,1647,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98826,1647,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98826,1647,D,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98826,1647,D,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98822,1647,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98822,1647,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98822,1647,B,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98822,1647,B,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
98820,1647,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99062,1651,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99062,1651,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99060,1651,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98764,1646,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98762,1646,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98760,1646,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96008,1600,E,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96008,1600,E,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96018,1600,J,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96018,1600,J,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96018,1600,J,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
96018,1600,J,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
98642,1644,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98524,1642,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98522,1642,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98520,1642,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98100,1635,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79506,1325,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79506,1325,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79506,1325,D,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79506,1325,D,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96902,1615,B,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96902,1615,B,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96902,1615,B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96900,1615,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98284,1638,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98282,1638,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98280,1638,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98280,1638,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98224,1637,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98220,1637,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98042,1634,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98044,1634,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98044,1634,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98044,1634,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98044,1634,C,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98040,1634,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91620,1527,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97200,1620,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97260,1621,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97980,1633,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97980,1633,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97982,1633,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97982,1633,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97980,1633,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97922,1632,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97922,1632,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97922,1632,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97922,1632,B,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97922,1632,B,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97922,1632,B,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97920,1632,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19865,331,C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19864,331,C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19620,327,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19620,327,A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19620,327,A,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18782,313,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97864,1631,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48486,808,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48486,808,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83580,1393,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97862,1631,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97862,1631,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97862,1631,B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97862,1631,B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97862,1631,B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97862,1631,B,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97862,1631,B,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97860,1631,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56346,939,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
